-20.000	1597273.125
-19.000	992295.812
-18.000	1425619.875
-17.000	1080564.500
-16.000	1229667.000
-15.000	1031684.437
-14.000	1156145.125
-13.000	951122.875
-12.000	1036618.937
-11.000	1058201.000
-10.000	953298.000
-9.000	1056169.000
-8.000	952717.000
-7.000	953177.250
-6.000	951877.312
-5.000	1047340.750
-4.000	952380.937
-3.000	996880.187
-2.000	951724.125
-1.000	952801.062
0.000	951724.125
1.000	952179.437
2.000	952768.750
3.000	951724.125
4.000	951961.187
5.000	952768.750
6.000	953038.687
7.000	951877.312
8.000	850308.187
9.000	953389.812
10.000	952582.562
11.000	952839.250
12.000	952600.062
13.000	952554.750
14.000	952380.937
15.000	953221.562
16.000	1058008.000
17.000	953038.687
18.000	952380.937
19.000	952600.062
20.000	952941.187
