-20.000	2621331.250
-19.000	1312183.375
-18.000	1785714.250
-17.000	1493032.500
-16.000	1097561.000
-15.000	1406250.000
-14.000	1903147.625
-13.000	1857968.625
-12.000	1610812.125
-11.000	1266672.875
-10.000	1222610.000
-9.000	1004184.125
-8.000	1027732.437
-7.000	1006993.000
-6.000	1005586.562
-5.000	1005586.562
-4.000	1006211.187
-3.000	1001855.312
-2.000	1006711.437
-1.000	1004784.687
0.000	1004184.125
1.000	1004464.312
2.000	1004651.187
3.000	1005076.125
4.000	1004962.750
5.000	1004464.312
6.000	1004464.312
7.000	1005076.125
8.000	1004962.750
9.000	1004651.187
10.000	1004651.187
11.000	1005076.125
12.000	1004464.312
13.000	1003717.500
14.000	1004464.312
15.000	1005154.625
16.000	1005154.625
17.000	1004464.312
18.000	1004784.687
19.000	1004464.312
20.000	1004962.750
