-20.000	1611352.750
-19.000	1601583.250
-18.000	1845820.000
-17.000	1325162.000
-16.000	1634544.875
-15.000	1196120.500
-14.000	1249409.125
-13.000	1157538.875
-12.000	1297695.875
-11.000	1198690.750
-10.000	1033921.875
-9.000	1074454.000
-8.000	1094803.625
-7.000	1012789.625
-6.000	969511.750
-5.000	993398.750
-4.000	1040516.562
-3.000	973155.625
-2.000	932597.687
-1.000	1005769.000
0.000	1114966.750
1.000	963007.812
2.000	1010100.500
3.000	1002712.187
4.000	1013596.687
5.000	973131.562
6.000	1007447.812
7.000	1033922.562
8.000	1070347.125
9.000	973160.312
10.000	1033514.187
11.000	973150.687
12.000	967726.812
13.000	973183.250
14.000	1005998.687
15.000	1022376.562
16.000	1013671.562
17.000	964703.125
18.000	993352.187
19.000	964699.062
20.000	952881.125
