-20.000	1061000.875
-19.000	1161387.625
-18.000	1056338.000
-17.000	1002879.062
-16.000	1146420.000
-15.000	1184149.000
-14.000	1009104.687
-13.000	1006051.437
-12.000	1006051.437
-11.000	1003167.875
-10.000	1004228.312
-9.000	1004626.562
-8.000	1005544.375
-7.000	1004807.687
-6.000	1004807.687
-5.000	1006131.562
-4.000	1005078.312
-3.000	1005291.000
-2.000	1005291.000
-1.000	1005094.062
0.000	1005291.000
1.000	1004911.250
2.000	1005094.062
3.000	1004882.000
4.000	1004936.500
5.000	1005291.000
6.000	1005094.062
7.000	1005078.312
8.000	1005119.437
9.000	1004936.500
10.000	1004911.250
11.000	1004978.250
12.000	1004936.500
13.000	1004911.250
14.000	1004882.000
15.000	1004978.250
16.000	1004936.500
17.000	1004911.250
18.000	1004958.687
19.000	1004882.000
20.000	1004936.500
